referrer,views_total,views_unique
Google,38,29
sciencedirect.com,15,6
github.com,12,5
DuckDuckGo,3,3
chatgpt.com,3,3
Bing,2,2
Yahoo,2,1
neurostars.org,2,1
qwant.com,1,1
statics.teams.cdn.office.net,1,1
