referrer,views_total,views_unique
Google,71,31
pypi.org,16,1
chatgpt.com,15,4
github.com,15,3
sciencedirect.com,12,3
DuckDuckGo,11,1
neurostars.org,4,2
pdf.sciencedirectassets.com,1,1
nature.com,1,1
ecosia.org,1,1
