referrer,views_total,views_unique
Google,90,33
Bing,16,6
neurostars.org,10,3
chatgpt.com,8,7
sciencedirect.com,8,5
github.com,3,2
pypi.org,2,2
statics.teams.cdn.office.net,2,2
medium.com,1,1
link.springer.com,1,1
