referrer,views_total,views_unique
Google,87,38
github.com,17,7
sciencedirect.com,10,4
academic.oup.com,10,1
Bing,9,7
neurostars.org,8,7
centilebrain.org,4,3
statics.teams.cdn.office.net,4,1
Yahoo,3,1
DuckDuckGo,1,1
