referrer,views_total,views_unique
Google,74,42
github.com,36,11
sciencedirect.com,8,2
chatgpt.com,7,2
pypi.org,4,1
Bing,2,1
centilebrain.org,1,1
nature.com,1,1
statics.teams.cdn.office.net,1,1
