referrer,views_total,views_unique
Google,66,21
Bing,9,5
sciencedirect.com,4,2
github.com,4,2
statics.teams.cdn.office.net,2,2
chatgpt.com,2,2
neurostars.org,2,1
link.springer.com,1,1
suche.t-online.de,1,1
pypi.org,1,1
