time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-03 00:00:00+00:00,11,3,30,15
2025-06-04 00:00:00+00:00,11,4,30,13
2025-06-05 00:00:00+00:00,17,5,13,10
2025-06-06 00:00:00+00:00,11,3,32,8
2025-06-07 00:00:00+00:00,12,4,13,5
2025-06-08 00:00:00+00:00,8,2,6,5
2025-06-09 00:00:00+00:00,10,3,19,15
2025-06-10 00:00:00+00:00,19,5,23,14
2025-06-11 00:00:00+00:00,12,5,27,17
2025-06-12 00:00:00+00:00,15,7,20,12
2025-06-13 00:00:00+00:00,13,7,14,9
2025-06-14 00:00:00+00:00,13,7,3,3
2025-06-15 00:00:00+00:00,10,3,24,8
2025-06-16 00:00:00+00:00,2,1,28,16
