time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-25 00:00:00+00:00,19,9,6,3
2026-07-26 00:00:00+00:00,10,6,9,3
2026-07-27 00:00:00+00:00,22,9,29,10
2026-07-28 00:00:00+00:00,40,21,9,7
2026-07-29 00:00:00+00:00,47,19,73,13
2026-07-30 00:00:00+00:00,20,11,6,5
2026-07-31 00:00:00+00:00,10,4,8,4
2026-08-01 00:00:00+00:00,11,6,6,4
2026-08-02 00:00:00+00:00,5,4,5,3
2026-08-03 00:00:00+00:00,3,3,7,5
2026-08-04 00:00:00+00:00,13,5,11,7
2026-08-05 00:00:00+00:00,14,8,5,5
2026-08-06 00:00:00+00:00,5,5,4,4
2026-08-07 00:00:00+00:00,16,7,6,2
