time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-03 00:00:00+00:00,12,10,9,8
2025-09-04 00:00:00+00:00,2,2,36,12
2025-09-05 00:00:00+00:00,2,2,29,8
2025-09-06 00:00:00+00:00,3,3,15,5
2025-09-07 00:00:00+00:00,6,6,6,2
2025-09-08 00:00:00+00:00,1,1,59,18
2025-09-09 00:00:00+00:00,4,3,9,5
2025-09-10 00:00:00+00:00,7,7,42,11
2025-09-11 00:00:00+00:00,8,8,31,15
2025-09-12 00:00:00+00:00,8,7,33,12
2025-09-13 00:00:00+00:00,4,4,7,6
2025-09-14 00:00:00+00:00,6,6,2,2
2025-09-15 00:00:00+00:00,2,2,13,8
2025-09-16 00:00:00+00:00,21,4,27,14
