referrer,views_total,views_unique
Google,67,33
neurostars.org,9,6
github.com,7,4
sciencedirect.com,7,4
statics.teams.cdn.office.net,3,1
chatgpt.com,2,2
centilebrain.org,2,1
search.brave.com,2,1
Yahoo,1,1
onlinelibrary.wiley.com,1,1
