referrer,views_total,views_unique
Google,72,33
pypi.org,13,5
sciencedirect.com,13,5
neurostars.org,9,9
github.com,7,4
Bing,5,5
link.zhihu.com,3,2
chatgpt.com,3,1
statics.teams.cdn.office.net,2,1
link.springer.com,1,1
