time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-21 00:00:00+00:00,2,2,59,19
2025-03-22 00:00:00+00:00,4,3,9,2
2025-03-23 00:00:00+00:00,6,3,13,5
2025-03-24 00:00:00+00:00,1,1,16,12
2025-03-25 00:00:00+00:00,5,4,9,9
2025-03-26 00:00:00+00:00,1,1,17,10
2025-03-27 00:00:00+00:00,3,2,29,14
2025-03-28 00:00:00+00:00,15,3,16,8
2025-03-29 00:00:00+00:00,2,2,7,6
2025-03-30 00:00:00+00:00,6,3,11,5
2025-03-31 00:00:00+00:00,8,5,24,10
2025-04-01 00:00:00+00:00,7,5,9,7
2025-04-02 00:00:00+00:00,15,9,37,18
2025-04-03 00:00:00+00:00,1,1,20,12
