referrer,views_total,views_unique
Google,163,45
github.com,11,5
sciencedirect.com,10,5
Bing,6,6
statics.teams.cdn.office.net,6,5
colab.research.google.com,5,1
neurostars.org,3,1
pypi.org,3,1
chatgpt.com,2,1
DuckDuckGo,1,1
