time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-23 00:00:00+00:00,9.0,3.0,13,4
2025-08-24 00:00:00+00:00,11.0,5.0,5,4
2025-08-25 00:00:00+00:00,9.0,3.0,11,7
2025-08-26 00:00:00+00:00,12.0,6.0,19,14
2025-08-27 00:00:00+00:00,8.0,2.0,13,5
2025-08-28 00:00:00+00:00,9.0,3.0,27,11
2025-08-29 00:00:00+00:00,8.0,2.0,17,12
2025-08-30 00:00:00+00:00,10.0,4.0,8,3
2025-08-31 00:00:00+00:00,11.0,5.0,3,3
2025-09-01 00:00:00+00:00,9.0,3.0,7,6
2025-09-02 00:00:00+00:00,16.0,8.0,24,9
2025-09-03 00:00:00+00:00,12.0,10.0,9,8
2025-09-04 00:00:00+00:00,2.0,2.0,36,12
2025-09-05 00:00:00+00:00,,,29,8
