referrer,views_total,views_unique
Google,92,34
github.com,31,7
chatgpt.com,13,3
DuckDuckGo,11,1
sciencedirect.com,9,7
ecosia.org,4,2
neurostars.org,3,3
nature.com,3,2
search.brave.com,3,1
pdf.sciencedirectassets.com,1,1
