referrer,views_total,views_unique
Google,41,35
cn.bing.com,24,1
DuckDuckGo,9,3
neurostars.org,8,4
chatgpt.com,6,3
github.com,5,3
sciencedirect.com,3,3
mynotebook.labarchives.com,1,1
ecosia.org,1,1
qwant.com,1,1
