time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-20 00:00:00+00:00,9.0,3.0,7,5
2025-07-21 00:00:00+00:00,9.0,3.0,25,13
2025-07-22 00:00:00+00:00,13.0,4.0,115,13
2025-07-23 00:00:00+00:00,10.0,3.0,90,12
2025-07-24 00:00:00+00:00,15.0,6.0,21,11
2025-07-25 00:00:00+00:00,11.0,5.0,28,9
2025-07-26 00:00:00+00:00,8.0,2.0,4,2
2025-07-27 00:00:00+00:00,9.0,3.0,11,6
2025-07-28 00:00:00+00:00,8.0,2.0,39,11
2025-07-29 00:00:00+00:00,36.0,9.0,54,21
2025-07-30 00:00:00+00:00,20.0,11.0,36,7
2025-07-31 00:00:00+00:00,22.0,11.0,13,8
2025-08-01 00:00:00+00:00,12.0,6.0,20,10
2025-08-02 00:00:00+00:00,,,4,3
