referrer,views_total,views_unique
Google,86,42
sciencedirect.com,29,5
github.com,13,5
neurostars.org,8,4
nature.com,2,2
Bing,2,2
ch.search.yahoo.com,1,1
onlinelibrary.wiley.com,1,1
cn.bing.com,1,1
statics.teams.cdn.office.net,1,1
