referrer,views_total,views_unique
Google,61,32
github.com,12,7
chatgpt.com,12,4
Bing,6,3
sciencedirect.com,5,5
statics.teams.cdn.office.net,3,2
pypi.org,3,1
centilebrain.org,1,1
claude.ai,1,1
linkedin.com,1,1
