time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-02 00:00:00+00:00,6,4,11,5
2025-05-03 00:00:00+00:00,5,5,23,4
2025-05-04 00:00:00+00:00,11,7,25,6
2025-05-05 00:00:00+00:00,12,5,38,12
2025-05-06 00:00:00+00:00,7,5,50,14
2025-05-07 00:00:00+00:00,6,4,31,12
2025-05-08 00:00:00+00:00,5,4,28,13
2025-05-09 00:00:00+00:00,5,4,38,11
2025-05-10 00:00:00+00:00,7,5,10,4
2025-05-11 00:00:00+00:00,3,3,3,3
2025-05-12 00:00:00+00:00,4,3,22,13
2025-05-13 00:00:00+00:00,5,3,22,15
2025-05-14 00:00:00+00:00,5,3,15,12
2025-05-15 00:00:00+00:00,3,2,20,14
