time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-15 00:00:00+00:00,12.0,7.0,42,13
2025-10-16 00:00:00+00:00,13.0,3.0,9,8
2025-10-17 00:00:00+00:00,7.0,5.0,26,13
2025-10-18 00:00:00+00:00,15.0,4.0,5,4
2025-10-19 00:00:00+00:00,16.0,7.0,6,2
2025-10-20 00:00:00+00:00,9.0,4.0,36,20
2025-10-21 00:00:00+00:00,13.0,6.0,17,9
2025-10-22 00:00:00+00:00,10.0,6.0,19,6
2025-10-23 00:00:00+00:00,23.0,7.0,28,15
2025-10-24 00:00:00+00:00,6.0,6.0,31,20
2025-10-25 00:00:00+00:00,3.0,3.0,5,4
2025-10-26 00:00:00+00:00,3.0,3.0,20,8
2025-10-27 00:00:00+00:00,12.0,3.0,12,11
2025-10-28 00:00:00+00:00,,,18,11
