referrer,views_total,views_unique
Google,73,44
github.com,46,13
chatgpt.com,7,2
pypi.org,6,1
sciencedirect.com,4,2
nature.com,2,2
neurostars.org,2,2
Bing,2,1
search.brave.com,1,1
