time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-08 00:00:00+00:00,2.0,2.0,32,16
2025-04-09 00:00:00+00:00,6.0,3.0,55,9
2025-04-10 00:00:00+00:00,2.0,2.0,10,10
2025-04-11 00:00:00+00:00,6.0,3.0,33,16
2025-04-12 00:00:00+00:00,5.0,3.0,13,7
2025-04-13 00:00:00+00:00,2.0,2.0,5,5
2025-04-14 00:00:00+00:00,3.0,2.0,46,15
2025-04-15 00:00:00+00:00,5.0,2.0,21,8
2025-04-16 00:00:00+00:00,1.0,1.0,25,17
2025-04-17 00:00:00+00:00,2.0,2.0,18,11
2025-04-18 00:00:00+00:00,17.0,7.0,4,3
2025-04-19 00:00:00+00:00,4.0,4.0,29,7
2025-04-20 00:00:00+00:00,4.0,3.0,11,8
2025-04-21 00:00:00+00:00,,,15,8
