time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-02 00:00:00+00:00,5.0,3.0,6,6
2025-02-03 00:00:00+00:00,9.0,4.0,38,16
2025-02-04 00:00:00+00:00,10.0,3.0,14,12
2025-02-05 00:00:00+00:00,11.0,4.0,5,5
2025-02-06 00:00:00+00:00,11.0,5.0,20,11
2025-02-07 00:00:00+00:00,12.0,5.0,46,11
2025-02-08 00:00:00+00:00,4.0,2.0,8,5
2025-02-09 00:00:00+00:00,5.0,2.0,13,5
2025-02-10 00:00:00+00:00,5.0,3.0,21,7
2025-02-11 00:00:00+00:00,7.0,4.0,29,17
2025-02-12 00:00:00+00:00,15.0,6.0,23,12
2025-02-13 00:00:00+00:00,7.0,3.0,15,11
2025-02-14 00:00:00+00:00,7.0,3.0,9,8
2025-02-15 00:00:00+00:00,,,8,6
