referrer,views_total,views_unique
Google,74,30
chatgpt.com,16,4
github.com,15,5
DuckDuckGo,11,1
sciencedirect.com,6,6
neurostars.org,5,3
search.brave.com,3,1
pdf.sciencedirectassets.com,1,1
nature.com,1,1
perplexity.ai,1,1
