time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-06 00:00:00+00:00,5,4,12,7
2026-03-07 00:00:00+00:00,11,6,10,8
2026-03-08 00:00:00+00:00,26,20,2,2
2026-03-09 00:00:00+00:00,16,7,5,4
2026-03-10 00:00:00+00:00,12,8,3,3
2026-03-11 00:00:00+00:00,14,8,9,9
2026-03-12 00:00:00+00:00,9,4,10,8
2026-03-13 00:00:00+00:00,5,4,7,6
2026-03-14 00:00:00+00:00,12,7,14,3
2026-03-15 00:00:00+00:00,14,9,3,3
2026-03-16 00:00:00+00:00,11,6,12,8
2026-03-17 00:00:00+00:00,2,2,25,6
2026-03-18 00:00:00+00:00,10,7,28,13
2026-03-19 00:00:00+00:00,3,2,32,13
