referrer,views_total,views_unique
Google,118,48
github.com,30,9
Bing,17,6
DuckDuckGo,10,5
sciencedirect.com,6,3
chatgpt.com,5,2
perplexity.ai,3,1
cn.bing.com,2,1
neurostars.org,1,1
pypi.org,1,1
