referrer,views_total,views_unique
Google,125,42
Bing,32,6
github.com,16,5
sciencedirect.com,7,6
chatgpt.com,5,4
nature.com,3,3
search.brave.com,3,1
neurostars.org,2,2
teams.microsoft.com,1,1
