referrer,views_total,views_unique
Google,71,41
github.com,25,10
pypi.org,8,2
sciencedirect.com,5,3
Baidu,5,1
neurostars.org,3,3
chatgpt.com,3,2
Bing,2,2
nature.com,2,2
static-content.springer.com,2,2
