time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-03 00:00:00+00:00,3.0,3.0,21,13
2025-04-04 00:00:00+00:00,5.0,3.0,43,12
2025-04-05 00:00:00+00:00,7.0,4.0,6,4
2025-04-06 00:00:00+00:00,7.0,4.0,5,5
2025-04-07 00:00:00+00:00,3.0,2.0,19,14
2025-04-08 00:00:00+00:00,2.0,2.0,32,16
2025-04-09 00:00:00+00:00,6.0,3.0,55,9
2025-04-10 00:00:00+00:00,2.0,2.0,10,10
2025-04-11 00:00:00+00:00,6.0,3.0,33,16
2025-04-12 00:00:00+00:00,5.0,3.0,13,7
2025-04-13 00:00:00+00:00,2.0,2.0,5,5
2025-04-14 00:00:00+00:00,3.0,2.0,46,15
2025-04-15 00:00:00+00:00,5.0,2.0,21,8
2025-04-16 00:00:00+00:00,,,25,17
