referrer,views_total,views_unique
Google,66,32
Bing,25,4
neurostars.org,9,8
sciencedirect.com,8,5
chatgpt.com,6,4
github.com,4,4
onlinelibrary.wiley.com,2,2
link.zhihu.com,2,1
statics.teams.cdn.office.net,2,1
pypi.org,1,1
