time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-24 00:00:00+00:00,2.0,2.0,4,4
2025-11-25 00:00:00+00:00,22.0,6.0,29,17
2025-11-26 00:00:00+00:00,6.0,6.0,19,8
2025-11-27 00:00:00+00:00,4.0,4.0,7,7
2025-11-28 00:00:00+00:00,3.0,3.0,7,7
2025-11-29 00:00:00+00:00,5.0,5.0,4,4
2025-11-30 00:00:00+00:00,1.0,1.0,4,3
2025-12-01 00:00:00+00:00,41.0,11.0,25,10
2025-12-02 00:00:00+00:00,39.0,10.0,7,6
2025-12-03 00:00:00+00:00,126.0,37.0,18,12
2025-12-04 00:00:00+00:00,12.0,7.0,10,8
2025-12-05 00:00:00+00:00,12.0,10.0,17,12
2025-12-06 00:00:00+00:00,5.0,5.0,1,1
2025-12-07 00:00:00+00:00,,,7,5
