referrer,views_total,views_unique
Google,113,47
github.com,14,7
sciencedirect.com,10,6
Bing,5,2
neurostars.org,4,1
chatgpt.com,3,2
cn.bing.com,2,2
nature.com,1,1
mail.google.com,1,1
catalyzex.com,1,1
