time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-07 00:00:00+00:00,12.0,4.0,13,5
2025-06-08 00:00:00+00:00,8.0,2.0,6,5
2025-06-09 00:00:00+00:00,10.0,3.0,19,15
2025-06-10 00:00:00+00:00,19.0,5.0,23,14
2025-06-11 00:00:00+00:00,12.0,5.0,27,17
2025-06-12 00:00:00+00:00,15.0,7.0,20,12
2025-06-13 00:00:00+00:00,13.0,7.0,14,9
2025-06-14 00:00:00+00:00,13.0,7.0,3,3
2025-06-15 00:00:00+00:00,10.0,3.0,24,8
2025-06-16 00:00:00+00:00,14.0,7.0,28,16
2025-06-17 00:00:00+00:00,10.0,4.0,21,9
2025-06-18 00:00:00+00:00,12.0,6.0,16,10
2025-06-19 00:00:00+00:00,8.0,2.0,14,9
2025-06-20 00:00:00+00:00,,,12,6
