time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-13 00:00:00+00:00,9.0,3.0,4,4
2025-07-14 00:00:00+00:00,10.0,3.0,12,5
2025-07-15 00:00:00+00:00,12.0,6.0,18,5
2025-07-16 00:00:00+00:00,9.0,3.0,8,6
2025-07-17 00:00:00+00:00,10.0,4.0,20,13
2025-07-18 00:00:00+00:00,8.0,2.0,16,8
2025-07-19 00:00:00+00:00,10.0,2.0,18,3
2025-07-20 00:00:00+00:00,9.0,3.0,7,5
2025-07-21 00:00:00+00:00,9.0,3.0,25,13
2025-07-22 00:00:00+00:00,13.0,4.0,115,13
2025-07-23 00:00:00+00:00,10.0,3.0,90,12
2025-07-24 00:00:00+00:00,15.0,6.0,21,11
2025-07-25 00:00:00+00:00,11.0,5.0,28,9
2025-07-26 00:00:00+00:00,,,4,2
