referrer,views_total,views_unique
Google,67,42
github.com,14,3
cn.bing.com,14,2
sciencedirect.com,12,8
DuckDuckGo,7,5
chatgpt.com,6,2
search.brave.com,3,2
ecosia.org,1,1
pdf.sciencedirectassets.com,1,1
medium.com,1,1
