referrer,views_total,views_unique
Google,47,37
cn.bing.com,19,1
github.com,9,5
DuckDuckGo,9,2
neurostars.org,8,4
Bing,5,4
chatgpt.com,4,2
nature.com,3,2
mynotebook.labarchives.com,1,1
qwant.com,1,1
