time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-13 00:00:00+00:00,2.0,2.0,5,5
2025-04-14 00:00:00+00:00,3.0,2.0,46,15
2025-04-15 00:00:00+00:00,5.0,2.0,21,8
2025-04-16 00:00:00+00:00,1.0,1.0,25,17
2025-04-17 00:00:00+00:00,2.0,2.0,18,11
2025-04-18 00:00:00+00:00,17.0,7.0,4,3
2025-04-19 00:00:00+00:00,4.0,4.0,29,7
2025-04-20 00:00:00+00:00,4.0,3.0,11,8
2025-04-21 00:00:00+00:00,6.0,3.0,15,8
2025-04-22 00:00:00+00:00,5.0,3.0,34,11
2025-04-23 00:00:00+00:00,13.0,6.0,77,19
2025-04-24 00:00:00+00:00,10.0,5.0,32,16
2025-04-25 00:00:00+00:00,15.0,8.0,45,19
2025-04-26 00:00:00+00:00,,,17,5
