referrer,views_total,views_unique
Google,55,16
github.com,5,4
neurostars.org,5,3
sciencedirect.com,4,1
DuckDuckGo,3,3
chatgpt.com,2,2
Bing,1,1
centilebrain.org,1,1
mail.cbs.mpg.de,1,1
search.brave.com,1,1
