referrer,views_total,views_unique
Google,117,40
github.com,13,8
sciencedirect.com,5,5
Bing,5,3
statics.teams.cdn.office.net,5,3
chatgpt.com,3,3
pypi.org,3,1
ecosia.org,2,1
claude.ai,1,1
frontiersin.org,1,1
