referrer,views_total,views_unique
Google,53,34
github.com,10,6
cn.bing.com,10,1
DuckDuckGo,6,2
Bing,5,4
chatgpt.com,4,2
neurostars.org,3,2
nature.com,3,2
link.zhihu.com,1,1
sciencedirect.com,1,1
