referrer,views_total,views_unique
Google,32,23
github.com,11,5
sciencedirect.com,9,5
DuckDuckGo,4,4
chatgpt.com,3,2
Bing,2,2
Yahoo,2,1
neurostars.org,2,1
statics.teams.cdn.office.net,1,1
