referrer,views_total,views_unique
Google,96,42
github.com,28,6
sciencedirect.com,12,7
Bing,9,5
neurostars.org,4,4
chatgpt.com,3,3
DuckDuckGo,3,1
nature.com,3,1
ecosia.org,3,1
statics.teams.cdn.office.net,2,2
