referrer,views_total,views_unique
Google,65,37
github.com,18,9
pypi.org,8,2
Baidu,5,1
chatgpt.com,3,2
Bing,2,2
neurostars.org,2,2
sciencedirect.com,2,2
static-content.springer.com,2,2
overleaf.com,2,1
