time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-06 00:00:00+00:00,5,5,10,5
2026-09-07 00:00:00+00:00,5,3,8,6
2026-09-08 00:00:00+00:00,28,8,17,3
2026-09-09 00:00:00+00:00,11,6,21,6
2026-09-10 00:00:00+00:00,6,5,16,6
2026-09-11 00:00:00+00:00,9,8,23,11
2026-09-12 00:00:00+00:00,13,8,7,4
2026-09-13 00:00:00+00:00,26,16,6,5
2026-09-14 00:00:00+00:00,17,11,14,6
2026-09-15 00:00:00+00:00,7,6,12,5
2026-09-16 00:00:00+00:00,16,8,18,8
2026-09-17 00:00:00+00:00,15,14,36,17
2026-09-18 00:00:00+00:00,187,106,24,19
2026-09-19 00:00:00+00:00,1519,177,13,13
