referrer,views_total,views_unique
Google,101,36
Bing,17,7
neurostars.org,11,3
chatgpt.com,8,7
sciencedirect.com,8,5
github.com,3,2
statics.teams.cdn.office.net,2,2
pypi.org,2,2
medium.com,1,1
link.springer.com,1,1
