referrer,views_total,views_unique
Google,89,49
github.com,17,3
sciencedirect.com,10,6
DuckDuckGo,10,5
cn.bing.com,7,2
Bing,6,4
chatgpt.com,5,2
search.brave.com,3,2
perplexity.ai,3,1
neurostars.org,1,1
