referrer,views_total,views_unique
Google,65,29
pypi.org,16,1
github.com,13,5
cn.bing.com,13,4
sciencedirect.com,12,3
chatgpt.com,3,1
neurostars.org,3,1
nature.com,2,2
career.programmers.co.kr,2,1
ecosia.org,1,1
