referrer,views_total,views_unique
Google,101,43
github.com,20,8
academic.oup.com,10,1
neurostars.org,7,6
Bing,7,5
sciencedirect.com,7,5
centilebrain.org,4,3
direct.mit.edu,2,2
DuckDuckGo,1,1
chatgpt.com,1,1
