referrer,views_total,views_unique
Google,152,40
github.com,37,8
Bing,25,6
sciencedirect.com,7,5
neurostars.org,6,3
chatgpt.com,5,4
statics.teams.cdn.office.net,4,3
nature.com,2,1
cn.bing.com,1,1
pypi.org,1,1
