time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-06 00:00:00+00:00,2,2,34,14
2025-03-07 00:00:00+00:00,1,1,16,7
2025-03-08 00:00:00+00:00,5,3,21,4
2025-03-09 00:00:00+00:00,5,2,4,3
2025-03-10 00:00:00+00:00,4,2,9,7
2025-03-11 00:00:00+00:00,10,6,47,14
2025-03-12 00:00:00+00:00,4,2,46,15
2025-03-13 00:00:00+00:00,4,3,135,22
2025-03-14 00:00:00+00:00,8,4,23,12
2025-03-15 00:00:00+00:00,3,2,11,5
2025-03-16 00:00:00+00:00,1,1,14,10
2025-03-17 00:00:00+00:00,5,2,12,10
2025-03-18 00:00:00+00:00,2,2,23,15
2025-03-19 00:00:00+00:00,41,2,36,9
