referrer,views_total,views_unique
Google,100,42
github.com,18,6
academic.oup.com,10,1
Bing,7,5
sciencedirect.com,7,5
neurostars.org,6,5
centilebrain.org,4,3
chatgpt.com,2,2
direct.mit.edu,2,2
DuckDuckGo,1,1
